card_name,info_type,image_src,image_data_file_width,image_width,language_Rōmaji,image_height,info_number,info_lore,info_password,language_Japanese,image_data_file_height,info_atk_def,info_rarity,image_alt,language_Translated,info_card_type
Elf's Light,,https://ms.yugipedia.com//b/bd/ElfsLight-DM1-JP-VG.png,160,160,Erufu no Hikari,144,307,The holy light of the spirit powers upelves. エルフたちが パワーアップできる せいれいのはなつ せいなるひかり,,エルフのひかり,144,,D,ElfsLight-DM1-JP-VG.png,,Magic
Beast Fangs,,https://ms.yugipedia.com//e/ec/BeastFangs-DM1-JP-VG.png,160,160,Mōjū no Ha,144,308,Increases the power ofBeastsand other fanged monsters. けものなど キバをもつものは パワーアップして ちからをはっきできる,,もうじゅうのは,144,,D,BeastFangs-DM1-JP-VG.png,,Magic
Steel Shell,,https://ms.yugipedia.com//6/61/SteelShell-DM1-JP-VG.png,160,160,Hagane no Kōra,144,309,Boosts the power ofshelledmonsters. Said to have no effect on those without shells. こうらパワーでパワーアップ こうらを もたないものには こうかがないという,,はがねのこうら,144,,D,SteelShell-DM1-JP-VG.png,,Magic
Vile Germs,,https://ms.yugipedia.com//7/72/VileGerms-DM1-JP-VG.png,160,160,Makin,144,310,Vile microbes boosts the power ofPlantsin the woods! あくまがつくる さいきんで もりの しょくぶつたちは パワーアップだ！,,まきん,144,,D,VileGerms-DM1-JP-VG.png,Devil Germs,Magic
Black Pendant,,https://ms.yugipedia.com//9/9d/BlackPendant-DM1-JP-VG.png,160,160,Burakku Pendanto,144,311,Dark wizards are powered up when wearing this pendant. このペンダントをみにつけると やみの まほうつかいなどは パワーアップする,,ブラック・ペンダント,144,,D,BlackPendant-DM1-JP-VG.png,,Magic
Silver Bow & Arrow,,https://ms.yugipedia.com//6/64/SilverBowandArrow-DM1-JP-VG.png,160,160,Gin no Yumiya,144,312,"A silver bow, whenequippedcan power up afairy, etc. てんしなどが そうびすると パワーアップできる ぎんのゆみや",,ぎんのゆみや,144,,D,SilverBowandArrow-DM1-JP-VG.png,Silver Bow and Arrow,Magic
Horn of Light,,https://ms.yugipedia.com//0/0c/HornofLight-DM1-JP-VG.png,160,160,Hikari no Tsuno,144,313,Increases the power ofhornedcreatures. Has no effect onDarkmonsters. つのをもつものが パワーアップ やみのモンスターには こうかがないぞ,,ひかりのつの,144,,D,HornofLight-DM1-JP-VG.png,,Magic
Horn of the Unicor,,https://ms.yugipedia.com//6/6c/HornoftheUnicorn-DM1-JP-VG.png,160,160,Ikkakujū no Hōn,144,314,Increases the power ofDarkmonsters with horns on their head! あたまに つのをもつ やみのモンスターが パワーアップだ！,,いっかくじゅうのホーン,144,,D,HornoftheUnicorn-DM1-JP-VG.png,Horn of the Unicorn,Magic
Dragon Treasure,,https://ms.yugipedia.com//5/58/DragonTreasure-DM1-JP-VG.png,160,160,Doragon no Hihō,144,315,A legendary treasure that increases the power ofdragons. どんなドラゴンでも パワーアップ できるという でんせつのたからもの,,ドラゴンのひほう,144,,S,DragonTreasure-DM1-JP-VG.png,,Magic
Electro-whip,,https://ms.yugipedia.com//2/2d/ElectroWhip-DM1-JP-VG.png,160,160,Dengeki Muchi,144,316,A whip for paralyzing enemies. Increases power when equipped withfemaleetc. あいてをしびれさせるむち じょせいなどが そうびするとパワーアップだ！,,でんげきむち,144,,A,ElectroWhip-DM1-JP-VG.png,,Magic
Cyber Shield,,https://ms.yugipedia.com//d/d3/CyberShield-DM1-JP-VG.png,160,160,Saibā Bontēji,144,317,Increases the power offemalemonstersby changing their attitudes! じょせいモンスターが みにつけると せいかくがかわってパワーアップするぞ,,サイバー・ボンテージ,144,,A,CyberShield-DM1-JP-VG.png,Cyber Bondage,Magic
Elegant Egotist,,https://ms.yugipedia.com//d/de/ElegantEgotist-DM1-JP-VG.png,160,160,Mangekyō -Kareinaru Bunshin-,144,318,Createsthe doppelgangersofHarpie Ladyfor three-pronged attacks. ハーピィ・レディにつかうと 3たいに ぶんしんして こうげきをかけられるぞ,,まんげきょう　ーかれいなるぶんしんー,144,,C,ElegantEgotist-DM1-JP-VG.png,Kaleidoscope -Magnificent Doppelgangers-,Magic
Mystical Moon,,https://ms.yugipedia.com//9/94/MysticalMoon-DM1-JP-VG.png,160,160,Mashō no Tsuki,144,319,Magical powers of the moonlight increases the power ofBeastsand makes them savage. つきのひかりがもつまりょくで けものなどは パワーアップしてきょうぼうか,,ましょうのつき,144,,D,MysticalMoon-DM1-JP-VG.png,Magical Moon,Magic
Stop Defense,,https://ms.yugipedia.com//b/bc/StopDefense-DM1-JP-VG.png,160,160,Shubi Fūji,144,320,Forces an opponent'sDefense Positionmonster intoAttack Position. あいてのカードを つねにこうげきひょうじにして しゅびにできなくする,,しゅびふうじ,144,,D,StopDefense-DM1-JP-VG.png,Defense Sealing,Magic
Malevolent Nuzzler,,https://ms.yugipedia.com//d/d0/MalevolentNuzzler-DM1-JP-VG.png,160,160,Akuma no Kuchizuke,144,321,FemaleandDarkmonstersare powered up by demonic forces. じょせいや やみなどのモンスターが あくまのちからでパワーアップする,,あくまのくちづけ,144,,D,MalevolentNuzzler-DM1-JP-VG.png,Demon's Kiss,Magic
Violet Crystal,,https://ms.yugipedia.com//4/49/VioletCrystal-DM1-JP-VG.png,160,160,Murasakisuishō,144,322,Mystic forces from the crystal increase the power ofZombies. すいしょうにひめられたまりょくにより アンデットなどは パワーアップする,,むらさきすいしょう,144,,D,VioletCrystal-DM1-JP-VG.png,Amethyst,Magic
Book of Secret Art,,https://ms.yugipedia.com//9/93/BookofSecretArts-DM1-JP-VG.png,160,160,Hijutsu no Sho,144,323,A magic book for increasing the power of magicians. It cannot be read by anyone with evil in their heart. まほうつかいなどのちからをアップするほん こころのあしきものはよめない,,ひじゅつのしょ,144,,D,BookofSecretArts-DM1-JP-VG.png,Book of Secret Arts,Magic
Invigoration,,https://ms.yugipedia.com//0/07/Invigoration-DM1-JP-VG.png,160,160,Kakusei,144,324,"Increases the power ofThunder,RockandPyromonsters! いかずち がんせき ほのお などのモンスターは パワーアップするゾ！",,かくせい,144,,D,Invigoration-DM1-JP-VG.png,Awakening,Magic
Machine Conversion,,https://ms.yugipedia.com//7/78/MachineConversionFactory-DM1-JP-VG.png,160,160,Kikai Kaizō Kōjō,144,325,A manufacturing facility that tunes up allMachinemonsters. ありとあらゆるきかいを チューンアップしてくれる かいぞうこうじょう,,きかいかいぞうこうじょう,144,,D,MachineConversionFactory-DM1-JP-VG.png,Machine Conversion Factory,Magic
Raise Body Heat,,https://ms.yugipedia.com//8/8e/RaiseBodyHeat-DM1-JP-VG.png,160,160,Taion no Jōshō,144,326,Absorbs the sun's energy to increase the power ofDinosaurs! たいようからエネルギーをきゅうしゅう きょうりゅうなどは パワーアップ！,,たいおんのじょうしょう,144,,D,RaiseBodyHeat-DM1-JP-VG.png,,Magic
Follow Wind,,https://ms.yugipedia.com//4/4e/FollowWind-DM1-JP-VG.png,160,160,Forō Windo,144,327,The winds provide support to increase the power ofWinged Beastsand otherflyingmonsters! ちょうじゅうなど そらをとぶものは かぜのえんごをうけて パワーアップ,,フォロー・ウィンド,144,,D,FollowWind-DM1-JP-VG.png,,Magic
Power of Kaishin,,https://ms.yugipedia.com//b/ba/PowerofKaishin-DM1-JP-VG.png,160,160,Poseidon no Chikara,144,328,"Poseidon's strength is shared to boost the power ofAqua,FishandSea Serpentmonsters みず さかな かいりゅう などは ポセイドンのちからで パワーアップだ",,ポセイドンのちから,144,,D,PowerofKaishin-DM1-JP-VG.png,Power of Poseidon,Magic
Dragon Capture Jar,,https://ms.yugipedia.com//6/60/DragonCaptureJar-DM1-JP-VG.png,160,160,Doragon-Zoku Fūin no Tsubo,144,329,Seals allDragon-Typemonsters on thefield. フィールドにいる すべてのドラゴンぞくのモンスターをふういんしてしまう,,ドラゴンぞく・ふういんのつぼ,144,,A,DragonCaptureJar-DM1-JP-VG.png,Dragon-Tribe Seal Jar,Magic
Forest,,https://ms.yugipedia.com//e/e2/Forest-DM1-JP-VG.png,160,160,Mori,144,330,Changes the field to a verdantforestthat benefitsInsectsandBeasts. こんちゅう けものがとくいとする みどりいっぱいのフィールドにチェンジ,,もり,144,,D,Forest-DM1-JP-VG.png,,Magic
Wasteland,,https://ms.yugipedia.com//d/d3/Wasteland-DM1-JP-VG.png,160,160,Kōya,144,331,Changes the field into a desolatewastelandthat benefitsDinosaursandZombies! きょうりゅう アンデットがつよくなる あれはてたフィールドにチェンジだ！,,こうや,144,,D,Wasteland-DM1-JP-VG.png,Desert,Magic
Mountain,,https://ms.yugipedia.com//6/65/Mountain-DM1-JP-VG.png,160,160,Yama,144,332,Changes the field into a vastmountainrange that benefitsDragonsandWinged Beasts! ドラゴン ちょうじゅうがとくいとする だいさんみゃくにフィールドチェンジ！,,やま,144,,D,Mountain-DM1-JP-VG.png,,Magic
Sogen,,https://ms.yugipedia.com//9/93/Sogen-DM1-JP-VG.png,160,160,Sōgen,144,333,"Changes the field to ameadow, as far as the eye can see.Warriorspower up! みわたすかぎりのそうげんのフィールドにチェンジ せんしたちがパワーアップ！",,そうげん,144,,D,Sogen-DM1-JP-VG.png,Grassland,Magic
Umi,,https://ms.yugipedia.com//6/6d/Umi-DM1-JP-VG.png,160,160,Umi,144,334,Changes the field to asea. Watermonsterspower up! フィールドをおおうなばらにチェンジ みずのモンスターがパワーアップだ！,,うみ,144,,D,Umi-DM1-JP-VG.png,Sea,Magic
Yami,,https://ms.yugipedia.com//2/20/Yami-DM1-JP-VG.png,160,160,Yami,144,335,"Transforms the field intodarkness, benefitingSpellcasters! あくま まほうつかいがとくいとする くらやみのフィールドにチェンジ！",,やみ,144,,D,Yami-DM1-JP-VG.png,Darkness,Magic
Dark Hole,,https://ms.yugipedia.com//c/c0/DarkHole-DM1-JP-VG.png,160,160,Burakku Hōru,144,336,Mercilessly inhales allmonsterson thefield! フィールドにそんざいする すべてのモンスターをようしゃなくすいこむ！,,ブラック・ホール,144,,D,DarkHole-DM1-JP-VG.png,Black Hole,Magic
Raigeki,,https://ms.yugipedia.com//c/cc/Raigeki-DM1-JP-VG.png,160,160,Sandā Boruto,144,337,Destroyevery opposingmonsterwith a stroke of lightning! あいてのモンスターすべてに でんげきをくらわせ ぜんめつさせる！,,サンダー・ボルト,144,,S,Raigeki-DM1-JP-VG.png,Thunder Bolt,Magic
Mooyan Curry,,https://ms.yugipedia.com//a/a2/MooyanCurry-DM1-JP-VG.png,160,160,Mouyan no Karē,144,338,A delicious beef curry increasesLife Pointsby 200 ライフポイントが200かいふく とってもおいしい ビーフカレーだ,,モウヤンのカレー,144,,D,MooyanCurry-DM1-JP-VG.png,,Magic
Red Medicine,,https://ms.yugipedia.com//b/b1/RedMedicine-DM1-JP-VG.png,160,160,Reddo Pōshon,144,339,A magic potion that increasesLife Pointsby 500. まほうつかいがちょうごうした ライフポイントを500かいふくできるくすり,,レッド・ポーション,144,,C,RedMedicine-DM1-JP-VG.png,Red Potion,Magic
Goblin's Secret Re,,https://ms.yugipedia.com//a/ac/GoblinsSecretRemedy-DM1-JP-VG.png,160,160,Goburin no Hiyaku,144,340,A goblin's herb that increasesLife Pointsby 1000. ライフポイントを1000かいふく するといわれる ゴブリンのもつくすり,,ゴブリンのひやく,144,,A,GoblinsSecretRemedy-DM1-JP-VG.png,Goblin's Secret Remedy,Magic
Soul of the Pure,,https://ms.yugipedia.com//0/02/SoulofthePure-DM1-JP-VG.png,160,160,Tenshi no Ikichi,144,341,The blood of an angel that she collected by injuring herself. It restores 2000Life Points. てんしがみずからきずつけあつめた ち ライフポイントを2000かいふくする,,てんしのいきち,144,,S,SoulofthePure-DM1-JP-VG.png,Angel's Lifeblood,Magic
Dian Keto the Cure,,https://ms.yugipedia.com//5/52/DianKetotheCureMaster-DM1-JP-VG.png,160,160,Chiryō no Kami Dian Keto,144,342,A deity that heals any kind of injury. Restores 5000Life Points! どんなきずもいやしてくれる かみさま ライフポイントが5000もかいふく！,,ちりょうのかみ ディアン・ケト,144,,S,DianKetotheCureMaster-DM1-JP-VG.png,Dian Keto the Cure God,Magic
Sparks,,https://ms.yugipedia.com//d/d7/Sparks-DM1-JP-VG.png,160,160,Hinoko,144,343,A shower of sparks inflicts 200 points of damage to your opponent'sLife Points. ひのこをふらせて あいてのライフポイントに２００のダメージをあたえる,,ひのこ,144,,D,Sparks-DM1-JP-VG.png,,Magic
Hinotama,,https://ms.yugipedia.com//4/47/Hinotama-DM1-JP-VG.png,160,160,Faiyā Bōru,144,344,A fireball inflicts 500 points ofdamageto your opponent'sLife Points. ひのたまをなげつけ あいてのライフポイントに５００のダメージをあたえる,,ファイヤー・ボール,144,,C,Hinotama-DM1-JP-VG.png,Fire Ball,Magic
Final Flame,,https://ms.yugipedia.com//d/dc/FinalFlame-DM1-JP-VG.png,160,160,Hiaburi no Kei,144,345,A burning at the stake reduces the opponent'sLife Pointsby 1000. ひあぶりのけいにかけ あいてのライフを　1000ポイントげんしょうさせる,,ひあぶりのけい,144,,A,FinalFlame-DM1-JP-VG.png,Penalty of Burning at the Stake,Magic
Ookazi,,https://ms.yugipedia.com//c/cc/Ookazi-DM1-JP-VG.png,160,160,Chūya no Ōkaji,144,346,A huge blaze that burns all day inflicts 2000damageto your opponent'sLife Points. 1にちもえつづけるおおかじで あいてのライフポイントに2000のダメージ,,ちゅうやのおおかじ,144,,S,Ookazi-DM1-JP-VG.png,Large Fire of Day and Night,Magic
Tremendous Fire,,https://ms.yugipedia.com//0/08/TremendousFire-DM1-JP-VG.png,160,160,Kaen Jigoku,144,347,Generates a blazing hell that takes 5000 of your opponent'sLife Points. あいてのライフポイントを5000もうばう しゃくねつじごくをはっせい,,かえんじごく,144,,S,TremendousFire-DM1-JP-VG.png,Blazing Hell,Magic
Swords of Revealin,,https://ms.yugipedia.com//4/41/SwordsofRevealingLight-DM1-JP-VG.png,160,160,Hikari no Gofūken,144,348,Enemymonstersare revealed and your opponent cannotattackfor three turns. てきのモンスターが みえるようになり 3ターンのあいだこうげきできなくなる,,ひかりのごふうけん,144,,A,SwordsofRevealingLight-DM1-JP-VG.png,Protective Seal Swords of Light,Magic
Spellbinding Circl,,https://ms.yugipedia.com//d/df/SpellbindingCircle-DM1-JP-VG.png,160,160,Rokubōsei no Jubaku,144,349,The curse of the hexagram reduces thepowerof all the opponent'smonsters. ろくぼうせいの のろいで あいてのモンスターは すべてパワーダウン,,ろくぼうせいのじゅばく,144,,S,SpellbindingCircle-DM1-JP-VG.png,Curse of the Hexagram,Magic
Dark-piercing Ligh,,https://ms.yugipedia.com//e/e1/DarkPiercingLight-DM1-JP-VG.png,160,160,Yami wo Kakikesu Hikari,144,350,A dazzling light reveals all monsters on thefield. まばゆいひかりで フィールドの モンスターが すべてみえるようになる,,やみをかきけすひかり,144,,D,DarkPiercingLight-DM1-JP-VG.png,Darkness-Erasing Light,Magic
Yaranzo,Zombie,https://ms.yugipedia.com//e/e5/Yaranzo-DM1-JP-VG.png,160,160,Yaranzo,144,351,A monster that attacks anybody who attempts to open its lid. たからばこの ふたをあけようとする とうぞくを はこからとびだしおそう,ヘイシヨシヒサ,ヤランゾ,144,1300 / 1500,S,Yaranzo-DM1-JP-VG.png,,
Kanan the Swordmis,Warrior,https://ms.yugipedia.com//0/04/KanantheSwordmistress-DM1-JP-VG.png,160,160,Onna Kenshi Kanan,144,352,"A lady warrior armed with sword and shield, she floats like a butterfly and stings like a bee. チョウのようにまい ハチのようにさす けんとたてをてにした おんなけんし",ハシモトカナコ,おんなけんし　カナン,144,1400 / 1400,S,KanantheSwordmistress-DM1-JP-VG.png,Kanan the Swordswoman,
Takriminos,Sea Serpent,https://ms.yugipedia.com//8/80/Takriminos-DM1-JP-VG.png,160,160,Takuriminosu,144,353,A relative of sea serpents that has fins on its body. It can move about freely in water. からだにヒレをもち すいちゅうでも じゆうにうごける かいりゅうのなかま,チダタクリ,タクリミノス,144,1500 / 1200,S,Takriminos-DM1-JP-VG.png,,
Stuffed Animal,Warrior,https://ms.yugipedia.com//7/74/StuffedAnimal-DM1-JP-VG.png,160,160,Kuigurumi,144,354,"It may look like a harmless stuffed animal, but its zipper mouth deals a deadly bite. かわいらしいぬいぐるみ とおもわせ チャックのくちで ガブリとかみつく",キタウエカズミ,くいぐるみ,144,1200 / 900,S,StuffedAnimal-DM1-JP-VG.png,,
Megasonic Eye,Machine,https://ms.yugipedia.com//e/e0/MegasonicEye-DM1-JP-VG.png,160,160,Megasonikku Ai,144,355,"Made of mysterious metal, this monster is a doomsday machine from the edge of the universe. うちゅうのはてからやってきた さつじんマシン なぞのきんぞくでできている",シモムラサトシ,メガソニック・アイ,144,1500 / 1800,S,MegasonicEye-DM1-JP-VG.png,,
Super War-lion,Beast,https://ms.yugipedia.com//d/df/SuperWarLion-DM1-JP-VG.png,160,160,Sūpā Wō Raion,144,356,A very vicious lion that tears opponents apart with sharp and long claws. とてもきょうぼうなライオン するどく のびたかぎづめで あいてをひきさく,,スーパー・ウォー・ライオン,144,2300 / 2100,S,SuperWarLion-DM1-JP-VG.png,,
Yamadron,Dragon,https://ms.yugipedia.com//8/83/Yamadron-DM1-JP-VG.png,160,160,Yamadoran,144,357,This monster has three fire-breathing heads and can form a sea of blazing flames. 3つのあたまで つぎつぎほのおをはき あたりいちめんをほのおのうみにする！,,ヤマドラン,144,1600 / 1800,S,Yamadron-DM1-JP-VG.png,Yamadran,
Seiyaryu,Dragon,https://ms.yugipedia.com//d/db/Seiyaryu-DM1-JP-VG.png,160,160,Hōrī Naito Doragon,144,358,A mystical dragon that burns away the wicked with its mystic flames. せいなるほのおで あしきものをやきはらう しんせいなちからをもつドラゴン,トリシマカズヒコ,ホーリー・ナイト・ドラゴン,144,2500 / 2300,S,Seiyaryu-DM1-JP-VG.png,Holy Night Dragon,
Three-legged Zombi,Zombie,https://ms.yugipedia.com//5/5e/ThreeLeggedZombies-DM1-JP-VG.png,160,160,Ni-nin San-kyaku Zonbi,144,359,"A pair of friendly skeletons, lean and fat, that travel with extreme difficulty. ほそっちょと でぶっちょの なかよし ガイコツふたりぐみ あるきにくそう",タカハシトシマサ,２にん３きゃくゾンビ,144,1100 / 800,S,ThreeLeggedZombies-DM1-JP-VG.png,2-man 3-legged Zombie,
Zera The Mant,Fiend,https://ms.yugipedia.com//e/ef/ZeratheMant-DM1-JP-VG.png,160,160,Zera,144,360,"A huge, brutal monster that attacks with razor-sharp claws. おおきなからだと かぎづめでこうげき かなりつよい きょうあくなモンスター",,ゼラ,144,2800 / 2300,S,ZeratheMant-DM1-JP-VG.png,Zera,
Flying Penguin,Aqua,https://ms.yugipedia.com//d/d1/FlyingPenguin-DM1-JP-VG.png,160,160,Tobi Pengin,144,361,A very rare penguin that takes to the air with ears shaped like wings. みみのようにもみえる あたまについた はねでそらをとぶ めずらしいペンギン,ヤマダノブヒロ,トビペンギン,144,1200 / 1000,S,FlyingPenguin-DM1-JP-VG.png,,
Millennium Shield,Warrior,https://ms.yugipedia.com//c/c5/MillenniumShield-DM1-JP-VG.png,160,160,Sennen no Tate,144,362,AMillennium Item. It can block any powerful attack. せんねんアイテムのひとつ どんなに つよいこうげきでも ふせげるという,,せんねんのたて,144,0 / 3000,S,MillenniumShield-DM1-JP-VG.png,,
Fairy's Gift,Spellcaster,https://ms.yugipedia.com//4/49/FairysGift-DM1-JP-VG.png,160,160,Yōsei no Okurimono,144,363,Flies around spreading magic that makes everyone happy. だれもが しあわせになれるという まほうをふりまきながら とびまわる,タカハシカズキ,ようせいのおくりもの,144,1400 / 1000,S,FairysGift-DM1-JP-VG.png,,
Black Luster Soldi,Warrior,https://ms.yugipedia.com//3/39/BlackLusterSoldier-DM1-JP-VG.png,160,160,Kaosu Sorujā,144,364,A powerful warrior with the same capabilities as the legendaryB-Eye White Dragon. ブルーアイズホワイトドラゴンとおなじ のうりょくをもつ さいきょうのせんし,,カオス・ソルジャー,144,3000 / 2500,S,BlackLusterSoldier-DM1-JP-VG.png,Chaos Soldier,
Fiend's Mirror,Fiend,https://ms.yugipedia.com//b/b4/FiendsMirror-DM1-JP-VG.png,160,160,Debiruzu Mirā,144,365,An arcane glass that draws its enemies in to the mirror world. あくのかがみ うつるものすべてを かがみのなかのせかいへすいこむ,,デビルズ・ミラー,144,2100 / 1800,S,FiendsMirror-DM1-JP-VG.png,Devil's Mirror,
